movie name,year,genres,poster_path
Sonny Boy,2011.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",/9hgfZOJoNeKVkEv51gkfcCdi7rT.jpg
Freddy Got Fingered,2001.0,"[{'id': 35, 'name': 'Comedy'}]",/j9OW0LoLHxTokSssf1gGe5P1GUY.jpg
True Believer,1989.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/s73ZLQnmF2eATMOwlJW4R762NS5.jpg
The Raven,1935.0,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",/aLEerxJK57q4ddKy945H2lC3I8g.jpg
The Little Bear Movie,2001.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",/xMuMAo0rDnjClLgMOxBPsUaEDTG.jpg
Malèna,2000.0,"[{'id': 18, 'name': 'Drama'}]",/6T3CqD4hS6xf5dnuAXcrYMsVtzR.jpg
The Inspector General,1949.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",/3QM2wpD7HQ0VksuVC0maPP3icwc.jpg
The Hagstone Demon,2011.0,"[{'id': 27, 'name': 'Horror'}]",/v2YTXxxVsgPoAwoVN1NqyrNxVVC.jpg
The Ninth Gate,1999.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/uamhDQBebdW3UQqOaVmma3yW8pm.jpg
Breast Men,1997.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",/xMva8Fyv30uWK2kHpLuhppo30go.jpg
Pokiri,2006.0,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]",/ayna0WhxH3rBJpIzmKtjgxHNcvf.jpg
The Times of Harvey Milk,1984.0,"[{'id': 99, 'name': 'Documentary'}]",/6vAAcRmJiUmcmufSk8bn2zVbZJs.jpg
Get Carter,2000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",/5Dv9QJNJx4cF96lDtX4KGtplNTJ.jpg
Waterloo Bridge,1940.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/r3UnDylm6nLgqlh2n2qbZNXeQGV.jpg
Elves,1989.0,"[{'id': 27, 'name': 'Horror'}]",/w1cGcdvhcpgm9Rd7KiO7NnmXeFC.jpg
Women of the Prehistoric Planet,1966.0,"[{'id': 878, 'name': 'Science Fiction'}]",/f96EVzP1m5mNl70BY8zH1Wpzt1o.jpg
Casino,1995.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/xo517ibXBDdYQY81j0WIG7BVcWq.jpg
The Courtesans of Bombay,1983.0,[],/sCxu80nxSlPshaZXkovODVkQhy1.jpg
Ik Omhels Je Met 1000 Armen,2006.0,"[{'id': 10769, 'name': 'Foreign'}, {'id': 18, 'name': 'Drama'}]",/sEo1fBZnqm0J5EBbCGrOOSONjfi.jpg
Island of Terror,1966.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",/zHp1wEI7b2SdgYV8NRZJbM0vIRU.jpg
Common Law Cabin,1967.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/wyIlAUPwN3yCdkr4G55QL3z4NMx.jpg
Music in the Air,1934.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/u2DcykQDlgNZrs2wZjSOO7ORfmM.jpg
A Woman's Vengeance,1948.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",/nEV7FaZv6XzdSOUp75MT8AxmEtn.jpg
The Way Ahead,1944.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/A529kHOaBv85X2CN7LGMQFKfc12.jpg
The Mutilator,1985.0,"[{'id': 27, 'name': 'Horror'}]",/70WHpVVDYBCmnhgM5mxbQ55xkmm.jpg
Love's Labour's Lost,2000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",/1VHCfHJ4PpGbmPQWJHF1YoBXRHG.jpg
Mr. Robinson Crusoe,1932.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",/yZQpFTvuBOOOXwvSOvOVmiYhfMX.jpg
License to Drive,1988.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/fIEH2uWrR2KkFuYKnL56f0PQFrP.jpg
Jack Frost 2: Revenge of the Mutant Killer Snowman,2000.0,"[{'id': 27, 'name': 'Horror'}]",/66skXURr3m3j0pVSVoube9KxNGe.jpg
The Lost Battalion,2001.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/tvOtcDgENsSkN78hPqkzF5etrGm.jpg
Kaleidoscope,1966.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",/c9cOMwVLp1ug1ypQuFmvSREOk3m.jpg
Kundun,1997.0,"[{'id': 18, 'name': 'Drama'}]",/tQOMq9k0jEm4bUXR5CPJSju7Vky.jpg
Gunless,2010.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",/kDf7k1SmsLFS4ISkPs5SDTtdkba.jpg
The Time Machine,1960.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",/cjmluKjmaqLfZmwMEwjki6tvLnS.jpg
A League of Their Own,1992.0,"[{'id': 35, 'name': 'Comedy'}]",/mHr58FxWSPZtxSqVxDpO12nKmMi.jpg
Girl vs. Monster,2012.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",/uGD4azWAfXLjkvs5wzvIapHRooX.jpg
Fly Away Home,1996.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",/azFDIXe7TgEgte7gHL8PkvXW0GC.jpg
Chocolat,1988.0,"[{'id': 18, 'name': 'Drama'}]",/JLADRZtwvuqGzKkzemEvoZ2eW6.jpg
The Stratton Story,1949.0,"[{'id': 18, 'name': 'Drama'}]",/r7kWEmOJfOetHx9k1iQxbbwJihM.jpg
The Haunting in Connecticut,2009.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",/8WEkxaRQJSsZ1Yy4advVCVK18Gv.jpg
Deuces Wild,2002.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/4qMgW0dQi09hCJqDHcwaSOtyCVS.jpg
Reykjavik Whale Watching Massacre,2009.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",/rCZlRc8H4ngU1hGtRL45sDglPkQ.jpg
Regeneration,1997.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10769, 'name': 'Foreign'}]",/u31rZdBgL02xN0vxlYgQPcNng2c.jpg
Cleopatra,1934.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/1O6tEq9PIvoAvVlt6sMJIEzskN5.jpg
The Lazarus Project,2008.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/oehWKqXq3ZxKuIKbzGDNDYa4HhR.jpg
The Munsters' Revenge,1981.0,"[{'id': 35, 'name': 'Comedy'}]",/yN6F2QzcftKf9eWa9o62tihF0p1.jpg
Beauty and the Beast: The Enchanted Christmas,1997.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",/k0ijxxNbR3PXZtmLNjsVUWOIroN.jpg
Sealed Cargo,1951.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",/s4aFpqFoYjZ7VyXXcrnoTID9X9l.jpg
The Legend of Lylah Clare,1968.0,"[{'id': 18, 'name': 'Drama'}]",/3ssSmEaGs3hN28lJcxjgDlCzvQ6.jpg
Scaramouche,1952.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",/8VJkYT7qr5eLZ1IR5KOSbB1mMVW.jpg
And the Band Played On,1993.0,"[{'id': 18, 'name': 'Drama'}]",/cpOtoT57nSeVA0FrbvnicEuJqPs.jpg
16 Wishes,2010.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",/7EmxxTry7JAqFogSl0TNWLyMrx2.jpg
Sayonara,1957.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/wJTa2cqjwjtIrJe5mVyfprnwM2d.jpg
Desperately Seeking Susan,1985.0,"[{'id': 35, 'name': 'Comedy'}]",/7aT69yN6Y0m0GQjocEnSk4kESdd.jpg
Beat the Drum,2003.0,"[{'id': 18, 'name': 'Drama'}]",/ds0lXUkifitFOBJEBUE33jZ00WE.jpg
Up 'n' Under,1998.0,"[{'id': 35, 'name': 'Comedy'}]",/yz6sji3sPhT0xkPAM9dyHxu3Efa.jpg
The Getaway,1994.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",/aqASLZpqGK62bmUI1KLvvEIpKNk.jpg
McHale's Navy,1997.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/nPT7TBckS0YWugsgNmcFJoiYRpH.jpg
Dark Passage,1947.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",/f0kZLMZn6Tr8zG9YXhd9LYAYqVO.jpg
Santa with Muscles,1996.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",/boEGRrIUT1jOMZEkhhePTK5cQW9.jpg
The Sting II,1983.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/5DS3Jj8uSv48s0HjmbeNSIqd0vr.jpg
A Mighty Heart,2007.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/eFhsNdOjLk5sAEaEMcvRpnKc19c.jpg
Ishaqzaade,2012.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",/AvRKuhTxItDLGB2RaTsiCpeOnN8.jpg
Nuns on the Run,1990.0,"[{'id': 35, 'name': 'Comedy'}]",/7LIhW6yjQl54kjq1tDGwx11jNYl.jpg
Robots,2005.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",/12n6dEayPtv7CqgbeSkznFQSKzh.jpg
Mutiny on the Bounty,1935.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",/fL8wpFlyw9ifwkmyx0md8AvzzNb.jpg
The Muppets,2011.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",/Ai7JRZFEXXOX7rhgfeL861zZtWv.jpg
The Vault of Horror,1973.0,"[{'id': 27, 'name': 'Horror'}]",/g8OmiX8pPRBToSmcT5zNPEhfFpj.jpg
The Christmas Card,2006.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",/9QDdTcEZwGJEVbTZew4V5ragSb8.jpg
Flashback,1969.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",/4njFfj7uPqZVUUCsyC1b564I0RQ.jpg
Tin Toy,1988.0,"[{'id': 16, 'name': 'Animation'}]",/jjowaEDrgorhKKg6XcctRRpcKJ.jpg
The Cobweb,1955.0,"[{'id': 18, 'name': 'Drama'}]",/xaxf2zWqycANCxLqyKtw1WvCtVi.jpg
Magnificent Obsession,1954.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/riGttzAmYDMhUL3gCGgV3lqu9NA.jpg
Stuart Little,1999.0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",/539JU71suy9q4Wd5vvkKQLl5fTC.jpg
Arctic Tale,2007.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]",/fiaMFMDUxPiDm1tNZ5YoTMbk8Fc.jpg
Toomorrow,1970.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",/6BFkzMrI8bif5xWWW8jEPGPtpvy.jpg
The Shawshank Redemption,1994.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg
La Peau douce,1964.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/k24fa3TGeYDfSCI0j3gwKVmdZoL.jpg
America,1924.0,"[{'id': 18, 'name': 'Drama'}]",/2tBbqxlVDS40bkqLJBfQhEmEm2d.jpg
The Masque of the Red Death,1964.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",/5tbQ8q0aR9GAa8zFeJ2no84MZGQ.jpg
Countess Dracula,1971.0,"[{'id': 27, 'name': 'Horror'}]",/z581UpqoJOaZFERBtMUvr9lZm5a.jpg
Ice Age: A Mammoth Christmas,2011.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",/bBKkG54YXVTFCKeZ4a5pmRubTQg.jpg
The League of Gentlemen's Apocalypse,2005.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",/89nZa6X5rSWFqvjRpXniye4fkYA.jpg
Can't Stop the Music,1980.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",/dzY5Gk052eIFMH0POwBTdWvIfqI.jpg
Neighbors,1981.0,"[{'id': 35, 'name': 'Comedy'}]",/tA2rWrm1QrD92T4SqFKk8jzfW8h.jpg
Green Light,1937.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/s0Ahbs1krO6aWt5qcEc1wF6OAyg.jpg
The Hole,2009.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",/hVVhojZdTGOOACjWaWpQ8iSuBOu.jpg
The Odyssey,1997.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",/8V4w7l1hnTOEwHcQ38NoqIAaKga.jpg
Satan Never Sleeps,1962.0,"[{'id': 18, 'name': 'Drama'}]",/2Ijlu5CSuiBdVlmCJw55cl6gXWQ.jpg
The Last Valley,1971.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/aAxouiovty2591wu9CJ8gbavBTo.jpg
Roman Holiday,1953.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/A0JKLHc5rS3uztYl9GDOMwXl1d3.jpg
Prince Valiant,1954.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",/vCxzFlX3cDOqtZjyQUFOkiYXmCa.jpg
Marnie,1964.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/hBYHdsSxOA2zQLiuiJyPsk9IhUw.jpg
Runaway Jury,2003.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/8tBOi178wfUptdoGqJ9iacl1RLc.jpg
Underworld: Awakening,2012.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",/ayazc5fQ2YAw7vjaE1WGlJWtGX9.jpg
Jacob's Ladder,1990.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",/2Byg7AV91LF7pfByz4ZMvnkZnH7.jpg
The Tracker,2002.0,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 36, 'name': 'History'}]",/icr9n3k0fRceLWdzO6KGdJ590ts.jpg
Black Knight,2001.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",/rvg5bUUQsWsB8Vbn0rFSoC6uWzH.jpg
Las 13 rosas,2007.0,"[{'id': 18, 'name': 'Drama'}]",/wd4S4O4vbGdJxcvfcEiToPyKxj.jpg
George of the Jungle 2,2003.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/pcAR6lgRzt8aOzUxFpgapsrpCvD.jpg
Zombieland,2009.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",/vUzzDpVrab1BOG3ogxhRGfLN94d.jpg
Night of the Living Dead,1990.0,"[{'id': 27, 'name': 'Horror'}]",/isp4lCv08asTPNvv8Xe8oQK293n.jpg
The Darwin Awards,2006.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}]",/kbhZuxgxlK0prrEF3xP7kLNym3E.jpg
"Hard, Fast and Beautiful",1951.0,"[{'id': 18, 'name': 'Drama'}]",/sZnAQfbkkILuyXkuSOJkwxQg33C.jpg
Vigilante,1983.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",/wosQm8tfAxsWystsnxOKtVdIS0Z.jpg
The Ladies Man,2000.0,"[{'id': 35, 'name': 'Comedy'}]",/jsxJgk6tepO5NzrgtKYiO6Q7KnL.jpg
Force of Evil,1948.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",/piKroeALv3ckaZe9QroagMDfVse.jpg
Bobby,2006.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",/a38CTs2mJ2uDHHH6mUJmuGH8RVI.jpg
Pigskin Parade,1936.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",/bJ2xIeL3u7M34Zh7tUVeRcazXrX.jpg
Hillbillys in a Haunted House,1967.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",/2ZqP8xJLOBNzjRIsNCpYldUPSJb.jpg
Leap Year,2010.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",/9UWKpkQvZaPqpb85Or4e0PghJft.jpg
The Main Event,1979.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/yg6zWyQdJJtdTR5bfspNBCjrgDo.jpg
Oktapodi,2007.0,"[{'id': 16, 'name': 'Animation'}]",/doxAMRIrjPzSotIXuDI80NvgGlA.jpg
Bliss,1985.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/4RXfE9ZuCsHQ1MLsupjlVlEtrCT.jpg
Waltz of the Toreadors,1962.0,"[{'id': 35, 'name': 'Comedy'}]",/AbsxwXB1ptGHeXMxg4ZJFKqhGFB.jpg
West Side Story,1961.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",/2apEtTvPUFHW2MDEfEhmJldrhcb.jpg
Phantom of the Rue Morgue,1954.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",/smOiLzii6AyIrhvEb0ggsoQBMpd.jpg
Absurda,2007.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]",/lYHlcFrh1MMyHIlQY5fY2FMKgJ1.jpg
Rockstar,2011.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",/qLrKvYowiWDGc0cMqIA5KT8KuJq.jpg
The Cookout,2004.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/2AvpBLs8BgMXsui5kWzgOXDh9QS.jpg
The Bridge to Nowhere,2009.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/v5u8u6j3X8Km6qnjCLXjLKXrqtZ.jpg
The Pope Must Die,1991.0,"[{'id': 35, 'name': 'Comedy'}]",/yrYFhj8eVy2wjasv4ytqWX5FABM.jpg
Dagon,2001.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/gsR5VEANjQI1Cl7GMRpnH7Cv0zi.jpg
Damnation Alley,1977.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",/iHlGDgaw8jJCs5CUQ9oHuHdjqoH.jpg
Dream House,2011.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",/8MDE7wXp7gxf61yRDptSLowU2e6.jpg
Awaydays,2009.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",/u4yhRXQ1ud9hAPEXPmTpPvrhem5.jpg
Ghost World,2001.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/2qdw5cGpXcG56j5pWU4e6UYKk0v.jpg
The Spy Next Door,2010.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/5Z9QrtpXnqF5BVg7kEotNMl6uPO.jpg
W.,2008.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/upFQuRzN23kLvzO1brSFClLqZvV.jpg
Mahakaal,1993.0,"[{'id': 27, 'name': 'Horror'}]",/8iatSZNfv5cOHYPSwIdQnOGnpBb.jpg
The Curse of Frankenstein,1957.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",/f4dwXdeZFHzLKMNgKGe46RWsMmM.jpg
Mother Night,1996.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",/1U6OkXtr4WuOlQe4FmCbznIExtK.jpg
Beethoven's Big Break,2008.0,"[{'id': 35, 'name': 'Comedy'}]",/gGiLG8oiSsMKy0SGd55liBZH07d.jpg
Joan of Paris,1942.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",/yMlTppnUeKYBM8dLL2OgKMYAuGd.jpg
Sommersby,1993.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",/tTknufUur6nxMHEAR3iZ71kJXHt.jpg
Fade to Black,2006.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",/csBkJaEdnOUh6y04ydLXyHNHKXp.jpg
A Taste of Honey,1961.0,"[{'id': 18, 'name': 'Drama'}]",/rtaVI9YtbkT3nkfVtm3W7H60BIE.jpg
Fanny,1961.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/8hEQpSE3D9rsMw37N30T9EZwLoa.jpg
Mississippi Damned,2009.0,[],/nTA40iBYKCRx7yh8KeLVNh69nTl.jpg
Love Simple,2009.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/dgHumAxcwSQtVnyEICaKJq2cINl.jpg
Fever Pitch,1997.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/hGcgSE402Q1PhpfAtTUm3pfzfsK.jpg
Rain,1932.0,"[{'id': 18, 'name': 'Drama'}]",/96QZLgnFYyu18zoTZJIVCb3brkz.jpg
The Bride,1985.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",/2SzTF1fw7adbWoMxvlsdiopI9gL.jpg
Tarzan and His Mate,1934.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",/avvTuFDk89DLiVR8mnDoCaH4jHw.jpg
Scent of a Woman,1992.0,"[{'id': 18, 'name': 'Drama'}]",/22m6tUzIYxXs5cjyl7KJJPULlMT.jpg
Executive Decision,1996.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/wmgkFuEr8bHRAgs1HS5U46Rzo0I.jpg
Fire Over England,1937.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",/8W5KygToQXEAEfyepgcie7O0D43.jpg
Buchanan Rides Alone,1958.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",/3R5VrEuRecaO7QQTwEJKvffWuqe.jpg
Ten Thousand Bedrooms,1957.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/87Nj4vIQu0glNAevHrJ9mqtOfWK.jpg
My Cousin Rachel,1952.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",/YJhtHJOkSHPHMIGSsEbt3ktHoe.jpg
Mandingo,1975.0,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",/jkzhLGzZqYpRAxzUeWGWqh6HDAu.jpg
Once Upon a Time in America,1984.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",/fqP3Q7DWMFqW7mh11hWXbNwN9rz.jpg
Rise: Blood Hunter,2007.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/h4QNqFITPXjRrWGELtbifg34T1V.jpg
